address,price,sold_date,sold_type,bedrooms,bathroom,car_space,land_size (m2),house_type
"2/46 View Street,PASCOE VALE VIC ss",725000,08 Dec 2016,private treaty,5,4,3.0,188.0,Townhouse
"9 Margaret Court,WARRANDYTE VIC ss3,",3250000,06 Dec 2016,auction,5,4,3.0,993.0,House
"18 Reid Street,BALWYN VIC ss1,",3920000,03 Dec 2016,auction,5,4,3.0,55.0,House
"58 Watts Parade,MOUNT ELIZA VIC ss1,",2050000,02 Dec 2016,private treaty,5,4,3.0,437.0,House
"9 Gilarth Street,HIGHETT VIC ss",1476000,26 Nov 2016,auction,5,4,3.0,639.0,House
"17 Stanley Street,CHIRNSIDE PARK VIC ss2.02ha",1955000,19 Nov 2016,private treaty,5,4,3.0,639.0,House
"60 Glastonbury Circuit,POINT COOK VIC ss",940000,13 Nov 2016,private treaty,5,4,3.0,760.0,House
"43 Bull Street,CASTLEMAINE VIC ss1,",725000,09 Nov 2016,auction,5,4,3.0,0.0,House
"53 North Oatlands Road,YARRAMBAT VIC ss",1400000,08 Nov 2016,private treaty,5,4,3.0,0.0,House
"2 Olsen Retreat,CAROLINE SPRINGS VIC ss",925000,07 Nov 2016,private treaty,5,4,3.0,0.0,House
"4 Willandra Avenue,CANTERBURY VIC ss",3850000,06 Nov 2016,private treaty,5,4,3.0,702.0,House
"50 Applewood Drive,KNOXFIELD VIC ss",1385000,06 Nov 2016,auction,5,4,3.0,702.0,House
"31 Seymour Avenue,ARMADALE VIC ss",6705000,12 Oct 2016,auction,5,4,3.0,702.0,House
"27-29 Tennyson Street,KEW VIC ss1,",3400000,08 Oct 2016,sold prior to auction,5,4,3.0,138.0,House
"4 Jackson Place,CAROLINE SPRINGS VIC ss",1275000,04 Oct 2016,private treaty,5,4,3.0,138.0,House
"26 Pleasant View Crescent,WHEELERS HILL VIC ss2,",3750000,03 Oct 2016,private treaty,5,4,3.0,87.0,House
"2 Riversdale Court,MOUNT WAVERLEY VIC ss1,",3806000,12 Sep 2016,private treaty,5,4,3.0,459.0,House
"26 Duffy Street,ESSENDON NORTH VIC ss",1390000,11 Sep 2016,auction,5,4,3.0,459.0,House
"134 Bittern-Dromana Road,MERRICKS NORTH VIC ss8.5ha",4505000,28 Aug 2016,auction,5,4,3.0,459.0,House
"21 Margaret Court,WARRANDYTE VIC ss4,",1620000,27 Aug 2016,auction,5,4,3.0,0.0,House
"1 Bryson Avenue,BRIGHTON VIC ss1,",4000000,20 Jul 2016,private treaty,5,4,3.0,504.0,House
"12 Morrison Court,MOUNT WAVERLEY VIC ss",1925000,16 Jul 2016,auction,5,4,3.0,950.0,House
"396 Main Road West,ST ALBANS VIC ss",680000,22 Jun 2016,sold prior to auction,5,4,3.0,950.0,House
"13 Portsea Place,NARRE WARREN VIC ss",677000,18 Jun 2016,auction,5,4,3.0,950.0,House
"20 Elliott Avenue,BALWYN VIC ss",3050000,07 Jun 2016,auction,5,4,3.0,662.0,House
"7 Ardmillan Road,MOONEE PONDS VIC ss",2860000,07 May 2016,private treaty,5,4,3.0,903.0,House
"2 Fernshaw Place,MOUNT ELIZA VIC ss2,",1400000,06 May 2016,private treaty,5,4,3.0,908.0,House
"622 Masons Road,MERNDA VIC ss1,",1047500,03 May 2016,private treaty,5,4,3.0,507.0,House
"66 Telford Drive,BERWICK VIC ss",760000,02 May 2016,private treaty,5,4,3.0,670.0,House
"797 Hampton Street,BRIGHTON VIC ss",3550000,27 Apr 2016,auction,5,4,3.0,670.0,House
"283 Esplanade,MOUNT MARTHA VIC ss1,",2100000,16 Apr 2016,auction,5,4,3.0,215.0,House
"3477 Point Nepean Road,SORRENTO VIC ss3,",4380000,05 Apr 2016,private treaty,5,4,3.0,800.0,House
"87 Sackville Street,KEW VIC ss1,",4710000,19 Mar 2016,auction,5,4,3.0,160.0,House
"5 Amberley Way,LOWER PLENTY VIC ss6,",3468800,15 Mar 2016,private treaty,5,4,3.0,1.0,House
"4-6 Brassey Avenue,HIGHTON VIC ss1,",1800000,12 Mar 2016,private treaty,5,4,3.0,884.0,House
"3 Watkins Street,FAWKNER VIC ss",720000,09 Mar 2016,private treaty,5,4,3.0,884.0,House
"24 Naroo Street,BALWYN VIC ss",3150000,05 Mar 2016,auction,5,4,3.0,884.0,House
"3 Louis Court,NEWTOWN VIC ss",1825000,05 Mar 2016,auction,5,4,3.0,771.0,House
"21 Pascoe Street,GLEN IRIS VIC ss",2280000,27 Feb 2016,auction,5,4,3.0,614.0,House
"7 CHARLES STREET,ANGLESEA VIC ss",1615000,18 Feb 2016,private treaty,5,4,3.0,809.0,House
"3808 Point Nepean Road,PORTSEA VIC ss",10200000,18 Feb 2016,private treaty,5,4,3.0,809.0,House
"3666 - 3668 Point Nepean Road,PORTSEA VIC ss",7585000,31 Jan 2016,private treaty,5,4,3.0,809.0,House
"40 Fenwick Street,GEELONG VIC ss",780000,26 Jan 2016,private treaty,5,4,3.0,906.0,House
"42 Alfred Street,TEMPLESTOWE LOWER VIC ss",1475000,16 Dec 2015,private treaty,5,4,3.0,735.0,House
"1 Hender Court,BALWYN VIC ss",1830000,12 Dec 2015,auction,5,4,3.0,690.0,House
"28 Serpells Road,TEMPLESTOWE VIC ss5,",4868000,12 Dec 2015,auction,5,4,3.0,562.0,House
"91-93 Serpells Road,TEMPLESTOWE VIC ss4,",3800000,11 Nov 2015,private treaty,5,4,3.0,0.0,House
"5 Sarah Court,NARRE WARREN SOUTH VIC ss5,",1098888,26 Oct 2015,private treaty,5,4,3.0,716.0,House
"15 Buchanan Court,TAYLORS LAKES VIC ss",1650000,23 Oct 2015,private treaty,5,4,3.0,716.0,House
"2 Queensferry Place,GREENVALE VIC ss",1300000,22 Oct 2015,private treaty,5,4,3.0,716.0,House
"40 Kerrie Road,GLEN WAVERLEY VIC ss1,",3050000,10 Oct 2015,auction,5,4,3.0,30.0,House
"5 Briar Lane,TEMPLESTOWE VIC ss4,",1710000,23 Sep 2015,private treaty,5,4,3.0,139.0,House
"3 Comfort Close,ROWVILLE VIC ss",980000,19 Sep 2015,auction,5,4,3.0,993.0,House
CAMBERWELL VIC ss,4400000,10 Sep 2015,private treaty,5,4,3.0,901.0,House
"24 Douglas Street,ROSANNA VIC ss",1824000,10 Sep 2015,private treaty,5,4,3.0,757.0,House
"56 Skyline Drive,GISBORNE VIC ss",950000,18 Aug 2015,private treaty,5,4,3.0,757.0,House
"1A Deloraine Close,DONCASTER EAST VIC ss",1425000,06 Aug 2015,auction,5,4,3.0,757.0,House
"176 Grandview Grove,ROSANNA VIC ss",1262000,31 Jul 2015,private treaty,5,4,3.0,834.0,House
"18 Jocelyn Avenue,BALWYN NORTH VIC ss",1387500,18 Jul 2015,auction,5,4,3.0,834.0,House
"48 Marine Parade,ST KILDA VIC ss",3050000,30 Jun 2015,private treaty,5,4,3.0,834.0,House
"98 Mentone Parade,MENTONE VIC ss",1320000,20 Jun 2015,auction,5,4,3.0,834.0,House
"1 Hortense Street,GLEN IRIS VIC ss1,",2950000,10 Jun 2015,private treaty,5,4,3.0,150.0,House
"13 Ingleside Crescent,GLEN WAVERLEY VIC ss",1918000,29 May 2015,private treaty,5,4,3.0,666.0,House
"6-8 Allamanda Boulevard,LYSTERFIELD VIC ss2,",1250000,27 May 2015,private treaty,5,4,3.0,0.0,House
"13 Rennison Street,PARKDALE VIC ss",1990000,19 May 2015,private treaty,5,4,3.0,0.0,House
"38 Neville Drive,RYE VIC ss",980000,09 May 2015,auction,5,4,3.0,936.0,House
"19 Meribil Close,MOUNT ELIZA VIC ss",960000,02 May 2015,private treaty,5,4,3.0,936.0,House
"96 Normanby Road,KEW VIC ss",3880000,30 Mar 2015,private treaty,5,4,3.0,936.0,House
"563 Waverley Road,GLEN WAVERLEY VIC ss",957500,28 Mar 2015,auction,5,4,3.0,654.0,House
"118 Sackville Street,KEW VIC ss",5621000,26 Mar 2015,private treaty,5,4,3.0,654.0,House
"30 Fermanagh Road,CAMBERWELL VIC ss",3080000,28 Feb 2015,auction,5,4,3.0,828.0,House
"138 Kooyong Road,TOORAK VIC ss",3925000,28 Feb 2015,auction,5,4,3.0,777.0,House
"2 Fernery Lane,FRANKSTON VIC ss",1275000,18 Feb 2015,private treaty,5,4,3.0,777.0,House
"3 Wakefield Place,TEMPLESTOWE VIC ss",1255000,06 Feb 2015,auction,5,4,3.0,788.0,House
"8 Rush Place,WARRANDYTE VIC ss4,",1830000,31 Jan 2015,private treaty,5,4,3.0,258.0,House
"4 Duncombe Avenue,BRIGHTON VIC ss",3215000,18 Jan 2015,private treaty,5,4,3.0,258.0,House
"228-234 Tindals Road,WARRANDYTE VIC ss",1895000,24 Dec 2014,private treaty,5,4,3.0,258.0,House
"45-47 Serpells Road,TEMPLESTOWE VIC ss",4398000,22 Dec 2014,private treaty,5,4,3.0,258.0,House
"3 Kelmscott Road,ARMADALE VIC ss",3330000,06 Dec 2014,auction,5,4,3.0,258.0,House
"25 Alma Road,CAMBERWELL VIC ss",5410000,22 Nov 2014,auction,5,4,3.0,258.0,House
"9 Cole Street,HAWTHORN EAST VIC ss",3799999,08 Nov 2014,auction,5,4,3.0,258.0,House
"89 Verdon Street,WILLIAMSTOWN VIC ss",2750000,05 Nov 2014,private treaty,5,4,3.0,258.0,House
"16 Folkestone Crescent,BEAUMARIS VIC ss",1400000,11 Oct 2014,auction,5,4,3.0,258.0,House
"13 Ingleside Crescent,GLEN WAVERLEY VIC ss",1800000,27 Sep 2014,auction,5,4,3.0,666.0,House
"344 Church Street,HAMLYN HEIGHTS VIC ss",550000,22 Sep 2014,private treaty,5,4,3.0,666.0,House
"7 Benbrook Avenue,MONT ALBERT NORTH VIC ss",2050000,11 Sep 2014,private treaty,5,4,3.0,666.0,House
"156 Victoria Road,HAWTHORN EAST VIC ss",2720000,06 Sep 2014,auction,5,4,3.0,666.0,House
"58 Hanby Street,BRIGHTON VIC ss",3990000,16 Aug 2014,auction,5,4,3.0,666.0,House
"4 Incana Place,ROWVILLE VIC ss",810000,31 Jul 2014,private treaty,5,4,3.0,666.0,House
"19 Sussex Road,FRANKSTON SOUTH VIC ss",715000,28 Jun 2014,private treaty,5,4,3.0,666.0,House
"19 Lantana Drive,WONGA PARK VIC ss4,",1671000,24 Jun 2014,private treaty,5,4,3.0,46.0,House
"8 Aranmore Crescent,NARRE WARREN NORTH VIC ss",1060000,11 Jun 2014,private treaty,5,4,3.0,46.0,House
"4 Riversdale Court,HAWTHORN VIC ss",4350000,24 May 2014,auction,5,4,3.0,46.0,House
"10 Connassidy Close,BEACONSFIELD VIC ss2,",1660000,22 Apr 2014,private treaty,5,4,3.0,436.0,House
"33 Illawong Drive,DONVALE VIC ss3,",1805000,17 Apr 2014,auction,5,4,3.0,987.0,House
"21 Monash Avenue,BALWYN VIC ss",3520000,29 Mar 2014,auction,5,4,3.0,987.0,House
"311 Shannon Avenue,NEWTOWN VIC ss1,",1600000,19 Mar 2014,private treaty,5,4,3.0,505.0,House
"8 Callantina Road,HAWTHORN VIC ss",2596000,01 Mar 2014,auction,5,4,3.0,505.0,House
"25 Terrara Road,VERMONT VIC ss1,",1410000,01 Mar 2014,auction,5,4,3.0,738.0,House
"6 Gregory Court,HORSHAM VIC ss8,",415000,21 Feb 2014,private treaty,5,4,3.0,646.0,House
"22 Buckley Street,ESSENDON VIC ss",1700000,18 Feb 2014,auction,5,4,3.0,646.0,House
"251 Doncaster Road,BALWYN NORTH VIC ss",1480800,10 Feb 2014,private treaty,5,4,3.0,646.0,House
"36 Bruce Street,MOUNT WAVERLEY VIC ss",1200000,13 Jan 2014,private treaty,5,4,3.0,829.0,House
"22 David John Drive,TARNEIT VIC ss",700000,12 Jan 2014,private treaty,5,4,3.0,829.0,House
"4 Muntz Street,CAULFIELD NORTH VIC ss",3000000,09 Jan 2014,auction,5,4,3.0,829.0,House
"7 Jacks Place,RINGWOOD VIC ss",1230000,30 Dec 2013,private treaty,5,4,3.0,829.0,House
"22 David John Drive,TARNEIT VIC ss",700000,11 Dec 2013,private treaty,5,4,3.0,900.0,House
"2 Otira Road,CAULFIELD NORTH VIC ss",3150000,24 Nov 2013,private treaty,5,4,3.0,900.0,House
"9 Bernarra Court,DONVALE VIC ss3,",1635000,07 Nov 2013,private treaty,5,4,3.0,955.0,House
"66 Normanby Drive,GREENVALE VIC ss",930000,28 Oct 2013,private treaty,5,4,3.0,955.0,House
"4 Beavis Court,TEMPLESTOWE VIC ss4,",2500000,26 Oct 2013,auction,5,4,3.0,471.0,House
"128 Serpells Road,TEMPLESTOWE VIC ss4,",2220000,03 Oct 2013,sold prior to auction,5,4,3.0,47.0,House
"11 John Street,KEW VIC ss",3960000,20 Sep 2013,private treaty,5,4,3.0,47.0,House
"12A Glyndon Avenue,BRIGHTON VIC ss",7300000,16 Aug 2013,private treaty,5,4,3.0,47.0,House
"7 Winifred Court,TEMPLESTOWE VIC ss",1710880,20 Jul 2013,private treaty,5,4,3.0,47.0,House
"16 Casey Drive,BERWICK VIC ss4,",1750000,06 May 2013,private treaty,5,4,3.0,280.0,House
"5 Rotin Court,PLENTY VIC ss4,",1850000,25 Jan 2013,private treaty,5,4,3.0,0.0,House
"88 Blake Street,SHOREHAM VIC ss",1360000,20 Dec 2012,private treaty,5,4,3.0,0.0,House
"6 Tinarra Court,WANTIRNA SOUTH VIC ss",675000,10 Dec 2012,private treaty,5,4,3.0,0.0,House
"29 Belvedere Avenue,WHEELERS HILL VIC ss3,",965000,25 Nov 2012,auction,5,4,3.0,555.0,House
"33-35 Fontaine Terrace,NARRE WARREN NORTH VIC ss",885000,16 Nov 2012,private treaty,5,4,3.0,555.0,House
"57 Deep Creek Drive,DONCASTER EAST VIC ss1,",1252350,08 Nov 2012,auction,5,4,3.0,600.0,House
"4 Sang Court,RINGWOOD VIC ss",590000,27 Oct 2012,auction,5,4,3.0,600.0,House
"221 Dip Lane (Balmattum via Euroa),EUROA VIC ss121.41ha",1680000,25 Oct 2012,auction,5,4,3.0,600.0,House
MOUNT EVELYN VIC ss,660000,07 Sep 2012,private treaty,5,4,3.0,600.0,House
"13 Outlook Drive,DANDENONG NORTH VIC ss1,",730000,25 Aug 2012,auction,5,4,3.0,100.0,House
"19 Natren Court,BERWICK VIC ss1,",1285000,11 Jul 2012,private treaty,5,4,3.0,0.0,House
MERRICKS NORTH VIC ss,3800000,23 May 2012,private treaty,5,4,3.0,0.0,House
"329 Gallaghers Road,GLEN WAVERLEY VIC ss1,",1750000,21 Apr 2012,auction,5,4,3.0,10.0,House
"45 Old Mornington Road,MOUNT ELIZA VIC ss",2200000,18 Apr 2012,private treaty,5,4,3.0,10.0,House
"29 Acheron Avenue,CAMBERWELL VIC ss",2200000,14 Apr 2012,auction,5,4,3.0,965.0,House
"8 Lang Street,BEAUMARIS VIC ss",1900000,24 Mar 2012,auction,5,4,3.0,586.0,House
"18 Bamfield Street,SANDRINGHAM VIC ss",2310000,25 Feb 2012,private treaty,5,4,3.0,586.0,House
"23 Sutton Grove,RICHMOND VIC ss",2415000,08 Dec 2011,private treaty,5,4,3.0,586.0,Townhouse
"19 Sargood Street,TOORAK VIC ss",4700000,05 Sep 2011,auction,5,4,3.0,586.0,House
"13 Rasmussen Drive,TEMPLESTOWE VIC ss",2502000,05 Aug 2011,private treaty,5,4,3.0,586.0,House
"25 Casey Drive,BERWICK VIC ss4,",1275000,26 Jul 2011,private treaty,5,4,3.0,429.0,House
"82 Orrong Crescent,CAULFIELD NORTH VIC ss",1787000,19 Jun 2011,private treaty,5,4,3.0,429.0,House
"13 Portsea Place,NARRE WARREN VIC ss",670000,06 May 2011,private treaty,5,4,3.0,429.0,House
"20 Kyrenia Court,WARRANDYTE VIC ss",1930000,03 May 2011,private treaty,5,4,3.0,429.0,House
"29 Bay Street,BRIGHTON VIC ss1,",3900000,09 Apr 2011,auction,5,4,3.0,174.0,House
"4 Colin Street,ESSENDON WEST VIC ss",892000,02 Apr 2011,auction,5,4,3.0,174.0,House
"2 Shimmerlake Close,SANCTUARY LAKES VIC ss",1550004,28 Mar 2011,,5,4,3.0,174.0,House
"8 William Street,MOUNT WAVERLEY VIC ss",2500000,08 Mar 2011,private treaty,5,4,3.0,174.0,House
"8 William Street,MOUNT WAVERLEY VIC ss",2500000,08 Mar 2011,private treaty,5,4,3.0,174.0,House
"29 Quinns Road,WOODVALE VIC ss",620000,02 Feb 2011,private treaty,5,4,3.0,174.0,House
"7 Jacks Place,RINGWOOD VIC ss",1155000,20 Nov 2010,private treaty,5,4,3.0,174.0,House
"9 White Lodge Court,DONVALE VIC ss",2515000,09 Nov 2010,private treaty,5,4,3.0,174.0,House
"8 Lomond Court,WARRANDYTE VIC ss",1600000,06 Nov 2010,auction,5,4,3.0,174.0,House
"1 Victor Road,GLEN IRIS VIC ss",2100000,10 Aug 2010,private treaty,5,4,3.0,174.0,House
"5 Paisley Close,TEMPLESTOWE VIC ss",1000000,24 Apr 2010,private treaty,5,4,3.0,174.0,House
"109 Perry Street,FAIRFIELD VIC ss",1200000,27 Feb 2010,auction,5,4,3.0,174.0,House
"10 Avalon Road,ARMADALE VIC ss",4200000,02 Dec 2009,private treaty,5,4,3.0,174.0,House
"57 Oakland Drive,WARRANDYTE VIC ss",1800000,26 Nov 2009,private treaty,5,4,3.0,174.0,House
"76 Curtin Avenue,LALOR VIC ss",562000,31 Oct 2009,private treaty,5,4,3.0,174.0,House
"25 Stuart Street,MOONEE PONDS VIC ss",1500000,20 Jul 2009,private treaty,5,4,3.0,174.0,House
"5 Tyrone Drive,ELTHAM VIC ss",950000,09 May 2009,private treaty,5,4,3.0,174.0,House
"68 Greythorn Road,BALWYN NORTH VIC ss",1550000,27 Jan 2009,private treaty,5,4,3.0,174.0,House
"79 Muir Street,MOUNT WAVERLEY VIC ss",1780000,14 Mar 2008,private treaty,5,4,3.0,800.0,House
"12 Montrose Court,GREENVALE VIC ss2,",1950000,12 Apr 2025,auction,5,4,4.0,11.0,House
"4 Diplomat Drive,THOMASTOWN VIC ss",955000,05 Apr 2025,auction,5,4,4.0,11.0,House
"64 Raheen Avenue,WANTIRNA VIC ss1,",1651000,05 Apr 2025,auction,5,4,4.0,355.0,House
"25-27 Burnbank Street,LAKE WENDOUREE VIC ss1,",3000000,03 Apr 2025,private treaty,5,4,4.0,62.0,House
"13 Crystal Court,ROSS CREEK VIC ss2.39ha",1460000,11 Mar 2025,private treaty,5,4,4.0,62.0,House
"9 Sussex Street,BRIGHTON VIC ss1,",6300000,03 Mar 2025,private treaty,5,4,4.0,73.0,House
"4 Dundee Court,GREENVALE VIC ss4,",2230000,16 Feb 2025,private treaty,5,4,4.0,15.0,House
"258-260 Belmore Road,BALWYN VIC ss1,",5465000,12 Feb 2025,auction,5,4,4.0,530.0,House
"40 Seahaze Street,ARTHURS SEAT VIC ss",2480000,13 Jan 2025,private treaty,5,4,4.0,530.0,House
"52-54 Great Valley Road,GLEN IRIS VIC ss",3400000,09 Jan 2025,private treaty,5,4,4.0,745.0,House
"150 Queen Street,ALTONA VIC ss",1943000,20 Dec 2024,private treaty,5,4,4.0,743.0,House
"10 Milfay Avenue,KEW VIC ss",4875000,19 Dec 2024,private treaty,5,4,4.0,640.0,House
"18 Northcote Avenue,CAULFIELD NORTH VIC ss",5185000,17 Dec 2024,auction,5,4,4.0,697.0,House
"14 Lorgrove Court,AVONDALE HEIGHTS VIC ss1,",3025000,14 Dec 2024,auction,5,4,4.0,126.0,House
"21 Garnett Road,WHEELERS HILL VIC ss1,",2460000,13 Dec 2024,private treaty,5,4,4.0,116.0,House
"36 Ronald Street,COBURG NORTH VIC ss",1460000,06 Dec 2024,auction,5,4,4.0,505.0,House
"19 Harries Court,NARRE WARREN NORTH VIC ss3,",3150000,03 Dec 2024,private treaty,5,4,4.0,517.0,House
"19 Fairfield Avenue,CAMBERWELL VIC ss",6125000,23 Nov 2024,private treaty,5,4,4.0,800.0,House
"22 Hartwell Hill Road,CAMBERWELL VIC ss",3950000,18 Nov 2024,private treaty,5,4,4.0,697.0,House
"42 Lyons Avenue,BURNSIDE HEIGHTS VIC ss",1160000,16 Nov 2024,auction,5,4,4.0,701.0,House
"21 Lovett Drive,AVONDALE HEIGHTS VIC ss",1600000,15 Nov 2024,private treaty,5,4,4.0,805.0,House
"46 Alfred Street,KEW VIC ss",9580000,13 Nov 2024,private treaty,5,4,4.0,998.0,House
"45 Alicudi Avenue,FRANKSTON SOUTH VIC ss2,",2350000,11 Nov 2024,private treaty,5,4,4.0,899.0,House
"25 Oros Way,OFFICER VIC ss",1120000,07 Nov 2024,private treaty,5,4,4.0,495.0,House
"7 Golden Quadrant,GLEN IRIS VIC ss1,",5400000,28 Oct 2024,private treaty,5,4,4.0,45.0,House
"17 Trafalgar Road,CAMBERWELL VIC ss",4100000,26 Oct 2024,auction,5,4,4.0,944.0,House
"17 Trafalgar Road,CAMBERWELL VIC ss",4100000,26 Oct 2024,auction,5,4,4.0,944.0,House
"8 Tiuna Grove,ELWOOD VIC ss1,",7530000,26 Oct 2024,auction,5,4,4.0,18.0,House
"12-14 Bickleigh Vale Road,MOOROOLBARK VIC ss2,",1580000,26 Oct 2024,auction,5,4,4.0,77.0,House
"5 Bridge Crescent,MONTMORENCY VIC ss1,",1660000,25 Oct 2024,private treaty,5,4,4.0,56.0,House
"54 Alfred Road,GLEN IRIS VIC ss",3780000,24 Oct 2024,sold prior to auction,5,4,4.0,696.0,House
"18 Alexandra Avenue,CANTERBURY VIC ss",7350000,19 Oct 2024,auction,5,4,4.0,780.0,House
"191 Union Road,SURREY HILLS VIC ss",3595000,19 Oct 2024,auction,5,4,4.0,919.0,House
"18 Parring Road,BALWYN VIC ss",4200000,16 Oct 2024,sold prior to auction,5,4,4.0,930.0,House
"22-32 Heard Avenue,PLENTY VIC ss2.02ha",2700000,10 Oct 2024,private treaty,5,4,4.0,930.0,House
"9 Baker Street,ST KILDA VIC ss",5650000,04 Oct 2024,private treaty,5,4,4.0,598.0,House
"6 Boxleigh Grove,BOX HILL NORTH VIC ss",2200000,25 Sep 2024,private treaty,5,4,4.0,635.0,House
"3 Moresby Street,CANTERBURY VIC ss",3960000,23 Sep 2024,private treaty,5,4,4.0,635.0,House
"84 New Street,BRIGHTON VIC ss",7000000,21 Sep 2024,private treaty,5,4,4.0,650.0,House
"34 Charnwood Road,ST KILDA VIC ss",5150000,20 Sep 2024,private treaty,5,4,4.0,620.0,House
"18 Normandy Road,ELWOOD VIC ss1,",9850000,19 Sep 2024,private treaty,5,4,4.0,71.0,House
"27 Second Street,HEPBURN SPRINGS VIC ss1,",1040000,19 Sep 2024,private treaty,5,4,4.0,456.0,House
"19 Culshaw Avenue,CLAYTON SOUTH VIC ss",1780000,17 Sep 2024,private treaty,5,4,4.0,774.0,House
"25 Swinton Avenue,KEW VIC ss1,",4750000,17 Sep 2024,private treaty,5,4,4.0,360.0,House
"24 Marine Parade,ST KILDA VIC ss",4220000,04 Sep 2024,private treaty,5,4,4.0,673.0,House
"12 Wallace Grove,BRIGHTON VIC ss1,",8600000,30 Aug 2024,private treaty,5,4,4.0,50.0,House
"15 Queensferry Place,GREENVALE VIC ss4,",2650000,29 Aug 2024,private treaty,5,4,4.0,7.0,House
"308-310 Oban Road,DONVALE VIC ss4,",2260000,26 Aug 2024,private treaty,5,4,4.0,47.0,House
"1224A Old Burke Road,KEW EAST VIC ss",2100000,26 Aug 2024,private treaty,5,4,4.0,584.0,House
"23 Cadby Street,BRIGHTON VIC ss",4350000,17 Aug 2024,auction,5,4,4.0,584.0,House
"77 Highfield Road,CANTERBURY VIC ss",4120000,16 Aug 2024,auction,5,4,4.0,584.0,House
"1 Hammond Street,BRIGHTON VIC ss",4700000,10 Aug 2024,auction,5,4,4.0,584.0,House
"24 Fellows Street,KEW VIC ss",5500000,10 Aug 2024,auction,5,4,4.0,964.0,House
"2 Enrica Place,WHEELERS HILL VIC ss",2400000,03 Aug 2024,auction,5,4,4.0,844.0,House
"17 Ninevah Crescent,WHEELERS HILL VIC ss",1580000,03 Aug 2024,auction,5,4,4.0,764.0,House
"28 Vannam Drive,ASHWOOD VIC ss",2468000,02 Aug 2024,sold prior to auction,5,4,4.0,722.0,House
"63 Devon Street,EAGLEMONT VIC ss1,",6215000,31 Jul 2024,private treaty,5,4,4.0,468.0,House
"11 Wynette Avenue,BALWYN VIC ss",4100000,22 Jul 2024,private treaty,5,4,4.0,468.0,House
"47A Clifton Street,ABERFELDIE VIC ss",4100000,28 Jun 2024,private treaty,5,4,4.0,657.0,House
"3 Fenway Road,GREENVALE VIC ss",1610000,27 Jun 2024,private treaty,5,4,4.0,537.0,House
"2 William Street,BRIGHTON VIC ss",4900000,26 Jun 2024,private treaty,5,4,4.0,537.0,House
"1A Sweyn Street,BALWYN NORTH VIC ss1,",2650000,25 Jun 2024,private treaty,5,4,4.0,234.0,House
"353 Esplanade,MOUNT MARTHA VIC ss",5050000,21 Jun 2024,private treaty,5,4,4.0,600.0,House
"40 Castlewood Street,BENTLEIGH EAST VIC ss",3430000,15 Jun 2024,auction,5,4,4.0,600.0,House
"1562 Mt Dandenong Tourist Road,OLINDA VIC ss1,",1065000,07 Jun 2024,private treaty,5,4,4.0,79.0,House
"40 Grenville Street,HAMPTON VIC ss",6250000,04 Jun 2024,private treaty,5,4,4.0,807.0,House
"86-88 Smiths Road,TEMPLESTOWE VIC ss4,",3625000,03 Jun 2024,private treaty,5,4,4.0,91.0,House
"94 Humphries Road,MOUNT ELIZA VIC ss",2100000,28 May 2024,private treaty,5,4,4.0,91.0,House
"8 Batskos Drive,WARRANDYTE VIC ss4,",3318000,28 May 2024,auction,5,4,4.0,8.0,House
"10 Lytton Street,KEW VIC ss1,",8600000,25 May 2024,auction,5,4,4.0,189.0,House
"19 Watts Parade,MOUNT ELIZA VIC ss2,",5700000,24 May 2024,private treaty,5,4,4.0,917.0,House
"838 Malvern Road,ARMADALE VIC ss",7060000,14 May 2024,private treaty,5,4,4.0,612.0,House
"13 Sunlight Crescent,BRIGHTON EAST VIC ss",5750000,14 May 2024,private treaty,5,4,4.0,612.0,House
"6 Monterey Close,KEW VIC ss",3500000,06 May 2024,private treaty,5,4,4.0,612.0,House
"9 Evans Road,KEW VIC ss",5400000,25 Apr 2024,private treaty,5,4,4.0,612.0,House
"27 Laburnum Street,BRIGHTON VIC ss",4423000,24 Apr 2024,private treaty,5,4,4.0,614.0,House
"23 Peter Chance Crescent,LANGWARRIN VIC ss4.37ha",2120000,22 Apr 2024,private treaty,5,4,4.0,614.0,House
"336 Church Road,TEMPLESTOWE VIC ss4,",3520000,20 Apr 2024,auction,5,4,4.0,66.0,House
"23 Leonie Avenue,MOUNT WAVERLEY VIC ss",1738000,17 Apr 2024,sold prior to auction,5,4,4.0,731.0,House
"22 Huntingfield Court,CARNEGIE VIC ss",1901000,14 Apr 2024,private treaty,5,4,4.0,731.0,House
"40 Elizabeth Drive,ROSEBUD VIC ss",2350000,09 Apr 2024,private treaty,5,4,4.0,866.0,House
"3 Nanoon Close,BRIGHTON VIC ss",5200000,26 Mar 2024,sold prior to auction,5,4,4.0,866.0,House
"243 Alma Road,ST KILDA EAST VIC ss",2350000,24 Mar 2024,private treaty,5,4,4.0,623.0,House
"36 Manningtree Road,HAWTHORN VIC ss1,",7250000,22 Mar 2024,sold prior to auction,5,4,4.0,106.0,House
"99 Valentine Street,IVANHOE VIC ss",2610000,22 Mar 2024,auction,5,4,4.0,715.0,House
"21 Lake Logan Way,CAROLINE SPRINGS VIC ss",2450000,20 Mar 2024,private treaty,5,4,4.0,715.0,House
"7 Crest Avenue,DEEPDENE VIC ss",2930000,18 Mar 2024,private treaty,5,4,4.0,780.0,House
"26 Canberra Road,TOORAK VIC ss",8750000,16 Mar 2024,private treaty,5,4,4.0,714.0,House
