address,price,sold_date,sold_type,bedrooms,bathroom,car_space,land_size (m2),house_type
"16 Hinkler Avenue,MACLEOD VIC s",881000,10 Apr 2025,private treaty,3,1,2.0,623.0,House
"120 Brassey Street,MARYBOROUGH VIC s",440000,10 Apr 2025,private treaty,3,1,2.0,681.0,House
"1/85 Dromana Parade,SAFETY BEACH VIC s",820000,10 Apr 2025,private treaty,3,1,2.0,681.0,Townhouse
"1 Howard Street,SOLDIERS HILL VIC s",500000,10 Apr 2025,private treaty,3,1,2.0,681.0,House
"53 McArthur Avenue,ST ALBANS VIC sInspectionSat 12 Apr, 11:30am",705000,10 Apr 2025,private treaty,3,1,2.0,681.0,House
"15 Saunders Crescent,TRARALGON VIC s",457500,10 Apr 2025,private treaty,3,1,2.0,747.0,House
"13 Mahony Street,UPWEY VIC s",890000,10 Apr 2025,private treaty,3,1,2.0,816.0,House
"41 Jedda Street,BELL POST HILL VIC s",700000,09 Apr 2025,private treaty,3,1,2.0,836.0,House
"44 Matlock Road,BORONIA VIC s",861700,09 Apr 2025,sold prior to auction,3,1,2.0,836.0,House
"62 Sharland Road,CORIO VIC s",615000,09 Apr 2025,private treaty,3,1,2.0,578.0,House
"29 Sladen Street,CRANBOURNE VIC s",632000,09 Apr 2025,private treaty,3,1,2.0,650.0,House
"17 Aycliffe Drive,DEER PARK VIC s",697000,09 Apr 2025,private treaty,3,1,2.0,651.0,House
"145 Kidds Road,DOVETON VIC s",600000,09 Apr 2025,private treaty,3,1,2.0,592.0,House
"13 Monaghan Avenue,DROUIN VIC s",520000,09 Apr 2025,private treaty,3,1,2.0,592.0,House
"13 Cowper Street,FOOTSCRAY VIC s InspectionSat 12 Apr, 1:15pm",1090000,09 Apr 2025,auction,3,1,2.0,263.0,House
"16 Lindsay Street,FRANKSTON NORTH VIC s",600000,09 Apr 2025,private treaty,3,1,2.0,593.0,House
"3/28 Barunah Street,HADFIELD VIC s",650000,09 Apr 2025,private treaty,3,1,2.0,228.0,Townhouse
"26 Weeroona Avenue,HAMLYN HEIGHTS VIC s",830000,09 Apr 2025,private treaty,3,1,2.0,732.0,House
"97 Warana Drive,HAMPTON PARK VIC s",630000,09 Apr 2025,private treaty,3,1,2.0,545.0,House
"32 Russelton Street,KEILOR PARK VIC s",750000,09 Apr 2025,private treaty,3,1,2.0,530.0,House
"100 Gillies Street,MARYBOROUGH VIC s2,",405000,09 Apr 2025,private treaty,3,1,2.0,26.0,House
"10 Scott Street,MELTON VIC s",477000,09 Apr 2025,private treaty,3,1,2.0,583.0,House
"68 Muriel Street,NIDDRIE VIC s",1480000,09 Apr 2025,private treaty,3,1,2.0,583.0,House
"50 Dundee Street,RESERVOIR VIC s",975000,09 Apr 2025,private treaty,3,1,2.0,563.0,House
"4 Entrance Road,SEAFORD VIC s",877500,09 Apr 2025,private treaty,3,1,2.0,563.0,House
"29 Williamson Street,TOOTGAROOK VIC s1,",845000,09 Apr 2025,private treaty,3,1,2.0,82.0,House
"7/13 Blackwood Street,YARRAVILLE VIC s",985000,09 Apr 2025,private treaty,3,1,2.0,82.0,Townhouse
"57 Watts Street,BOX HILL NORTH VIC s",1565000,08 Apr 2025,auction,3,1,2.0,739.0,House
"123/108 Union Street,BRUNSWICK VIC s",630000,08 Apr 2025,private treaty,3,1,2.0,739.0,House
"223 Craigieburn. Road,CRAIGIEBURN VIC s",851100,08 Apr 2025,private treaty,3,1,2.0,636.0,House
"5 Hovell Court,CRANBOURNE VIC s",650000,08 Apr 2025,private treaty,3,1,2.0,636.0,House
"4 Shady Way,CROYDON SOUTH VIC s",810000,08 Apr 2025,private treaty,3,1,2.0,537.0,House
"14 Shrubby Walk,CROYDON SOUTH VIC s",841000,08 Apr 2025,private treaty,3,1,2.0,590.0,House
"3 Hotham Close,DEER PARK VIC s",630000,08 Apr 2025,private treaty,3,1,2.0,664.0,House
"3 Dartagook Street,DIAMOND CREEK VIC s",800000,08 Apr 2025,private treaty,3,1,2.0,319.0,House
"8 Girton Crescent,MANIFOLD HEIGHTS VIC s",1506000,08 Apr 2025,private treaty,3,1,2.0,650.0,House
"67 Headingley Road,MOUNT WAVERLEY VIC s",1600000,08 Apr 2025,private treaty,3,1,2.0,762.0,House
"106 Church Street,TRARALGON VIC s",660000,08 Apr 2025,private treaty,3,1,2.0,762.0,House
"103 Greythorn Road,BALWYN NORTH VIC s InspectionThu 10 Apr, 11:30am",1780888,07 Apr 2025,sold prior to auction,3,1,2.0,997.0,House
"11 Killena Avenue,BENALLA VIC s",460000,07 Apr 2025,private treaty,3,1,2.0,902.0,House
"15 Bobs Street,BENDIGO VIC s",575000,07 Apr 2025,private treaty,3,1,2.0,833.0,House
"12 Oak Court,BRAYBROOK VIC s",786000,07 Apr 2025,private treaty,3,1,2.0,596.0,House
"13 McInnes Crescent,CHURCHILL VIC s",320000,07 Apr 2025,private treaty,3,1,2.0,567.0,House
"68 Screen Street,FRANKSTON VIC s",860000,07 Apr 2025,sold prior to auction,3,1,2.0,920.0,House
"5 Patey Court,GROVEDALE VIC s",650000,07 Apr 2025,private treaty,3,1,2.0,710.0,House
"119 Avoca Crescent,MARYBOROUGH VIC s",250000,07 Apr 2025,private treaty,3,1,2.0,710.0,House
"39 Avondale Road,MORWELL VIC s",410000,07 Apr 2025,private treaty,3,1,2.0,784.0,House
"7 Yarak Crt,MORWELL VIC s",425000,07 Apr 2025,private treaty,3,1,2.0,676.0,House
"29 Bellbangra Avenue,ROSEBUD VIC s",720000,07 Apr 2025,private treaty,3,1,2.0,838.0,House
"86 Taylors Lane,ROWVILLE VIC s",880000,07 Apr 2025,auction,3,1,2.0,727.0,House
"2 Tooan Court,WESTMEADOWS VIC s",660000,07 Apr 2025,sold prior to auction,3,1,2.0,620.0,House
"36 Sherwin Street,WHITTLESEA VIC s",725000,07 Apr 2025,private treaty,3,1,2.0,869.0,House
"132 Watsons Road,GLEN WAVERLEY VIC s",1525000,06 Apr 2025,private treaty,3,1,2.0,652.0,House
"5 Gloucester Road,ASHBURTON VIC s",1008000,05 Apr 2025,auction,3,1,2.0,652.0,House
"34 Stanley Grove,BLACKBURN VIC s",1700000,05 Apr 2025,auction,3,1,2.0,781.0,House
"3 Virgillia Street,BLACKBURN NORTH VIC s",1255000,05 Apr 2025,auction,3,1,2.0,674.0,House
"10 Edinburgh Street,BOX HILL SOUTH VIC s",1410000,05 Apr 2025,auction,3,1,2.0,621.0,House
"2 Adamson Street,BRAYBROOK VIC s",620500,05 Apr 2025,auction,3,1,2.0,381.0,House
"830 Hampton Street,BRIGHTON VIC s",1821000,05 Apr 2025,auction,3,1,2.0,650.0,House
"40 Peacock Street,BURWOOD VIC s",1112000,05 Apr 2025,auction,3,1,2.0,542.0,House
"23 Dorothy Street,BURWOOD EAST VIC s",1470000,05 Apr 2025,auction,3,1,2.0,696.0,House
"11 Emma Street,CARRUM VIC s",1070000,05 Apr 2025,auction,3,1,2.0,630.0,House
"26 Arunta Crescent,CLARINDA VIC s",1120000,05 Apr 2025,auction,3,1,2.0,768.0,House
"9 Kitson Road,CLAYTON SOUTH VIC s",936000,05 Apr 2025,auction,3,1,2.0,530.0,House
"425 Clayton Road,CLAYTON SOUTH VIC s",1278000,05 Apr 2025,auction,3,1,2.0,619.0,House
"55 Golf Road,COBURG NORTH VIC s",1340000,05 Apr 2025,auction,3,1,2.0,464.0,House
"1 Murtoa Street,DALLAS VIC s",517500,05 Apr 2025,auction,3,1,2.0,588.0,House
"14 Dressage Place,EPPING VIC s",757000,05 Apr 2025,auction,3,1,2.0,595.0,House
"9 Cowper Street,ESSENDON NORTH VIC s",1170000,05 Apr 2025,auction,3,1,2.0,603.0,House
"530 Springvale Road,FOREST HILL VIC s",915000,05 Apr 2025,auction,3,1,2.0,603.0,House
"27 Bursaria Crescent,FRANKSTON NORTH VIC s",607500,05 Apr 2025,auction,3,1,2.0,539.0,House
"33 Coolgardie Street,FRANKSTON NORTH VIC s",635000,05 Apr 2025,auction,3,1,2.0,589.0,House
"9 Eureka Street,GEELONG WEST VIC s",658000,05 Apr 2025,auction,3,1,2.0,306.0,House
"1/29 Prince Street,GISBORNE VIC s",670000,05 Apr 2025,auction,3,1,2.0,306.0,House
"146 St James Road,HEIDELBERG VIC s",1319000,05 Apr 2025,auction,3,1,2.0,701.0,House
"45 Pinetree Crescent,LALOR VIC s",697000,05 Apr 2025,auction,3,1,2.0,701.0,House
"4 Snead Court,MOUNT WAVERLEY VIC s",1350000,05 Apr 2025,auction,3,1,2.0,658.0,House
"1/14 David Street,NOBLE PARK VIC s",660000,05 Apr 2025,auction,3,1,2.0,233.0,Townhouse
"2 Templewood Avenue,NOBLE PARK NORTH VIC s",700000,05 Apr 2025,auction,3,1,2.0,565.0,House
"38 Saniky Street,NOTTING HILL VIC s",1170000,05 Apr 2025,auction,3,1,2.0,729.0,House
"18 Northgate Street,PASCOE VALE VIC s",1450000,05 Apr 2025,private treaty,3,1,2.0,816.0,House
"112 Bruce Street,PRESTON VIC s",1360000,05 Apr 2025,auction,3,1,2.0,558.0,House
"4 Kinton Court,RINGWOOD VIC s",912500,05 Apr 2025,auction,3,1,2.0,658.0,House
"4 Marmion Street,RYE VIC s",816000,05 Apr 2025,auction,3,1,2.0,920.0,House
"15 Currajong Street,THOMASTOWN VIC s",911000,05 Apr 2025,auction,3,1,2.0,646.0,House
"13 Melaleuca Drive,THOMASTOWN VIC s",706000,05 Apr 2025,auction,3,1,2.0,646.0,House
"1 Walpole Court,WATSONIA VIC s",1000000,05 Apr 2025,auction,3,1,2.0,735.0,House
"113 Cambridge Crescent,WYNDHAM VALE VIC s",537500,05 Apr 2025,auction,3,1,2.0,543.0,House
"6 Thelma Avenue,BORONIA VIC s",860000,04 Apr 2025,private treaty,3,1,2.0,806.0,House
"14b Lyndon Road,BORONIA VIC s",745000,04 Apr 2025,private treaty,3,1,2.0,548.0,House
"4 Odell Place,CARRUM DOWNS VIC s",700000,04 Apr 2025,private treaty,3,1,2.0,548.0,House
"20 Railway Avenue,CASTLEMAINE VIC s1,",627000,04 Apr 2025,private treaty,3,1,2.0,87.0,House
"5 Valepark Crescent,CRANBOURNE VIC s",647000,04 Apr 2025,private treaty,3,1,2.0,655.0,House
"43 Sladen Street,CRANBOURNE VIC s",601000,04 Apr 2025,private treaty,3,1,2.0,651.0,House
"99 Clarendon Street,CRANBOURNE VIC s",760000,04 Apr 2025,private treaty,3,1,2.0,769.0,House
"77 Excelsior Drive,FRANKSTON NORTH VIC s",660000,04 Apr 2025,private treaty,3,1,2.0,571.0,House
"2 Welsh Street,KYNETON VIC s",770000,04 Apr 2025,private treaty,3,1,2.0,672.0,House
"23 Goldsmith Street,MARYBOROUGH VIC s",378000,04 Apr 2025,private treaty,3,1,2.0,774.0,House
"2 Irving Road,PAKENHAM VIC s",655000,04 Apr 2025,private treaty,3,1,2.0,832.0,House
"26 Mcfadzean Avenue,RESERVOIR VIC s",855000,04 Apr 2025,private treaty,3,1,2.0,497.0,House
"1/72-74 Victoria Street,ALTONA MEADOWS VIC s",661000,03 Apr 2025,private treaty,3,1,2.0,497.0,Townhouse
"11A Lavinia Drive,BALLARAT NORTH VIC s",450000,03 Apr 2025,private treaty,3,1,2.0,497.0,House
"50 Darrambal Crescent,LEOPOLD VIC s",555000,03 Apr 2025,private treaty,3,1,2.0,604.0,House
"55 Cypress Crescent,LEOPOLD VIC s",495000,03 Apr 2025,private treaty,3,1,2.0,450.0,House
"9 James Street,MORWELL VIC s",445000,03 Apr 2025,private treaty,3,1,2.0,987.0,House
"54 Garnet Street,NIDDRIE VIC s",1270000,03 Apr 2025,auction,3,1,2.0,987.0,House
"17/1 Young Street,SEAFORD VIC s",630000,03 Apr 2025,private treaty,3,1,2.0,330.0,Villa
"2A Worwong Avenue,SOMERVILLE VIC s",637000,03 Apr 2025,private treaty,3,1,2.0,334.0,House
"1/23 WARATAH AVENUE,THE BASIN VIC s",785000,03 Apr 2025,sold prior to auction,3,1,2.0,483.0,House
"41 Richards Street,YARRAVILLE VIC s",970000,03 Apr 2025,private treaty,3,1,2.0,465.0,House
"107 Dalmahoy Street,BAIRNSDALE VIC s",420000,02 Apr 2025,private treaty,3,1,2.0,733.0,House
"72 Edward Street,BRUNSWICK VIC s",1440000,02 Apr 2025,private treaty,3,1,2.0,733.0,House
"31 Browning Drive,CORIO VIC s",545000,02 Apr 2025,private treaty,3,1,2.0,531.0,House
"33 Royale Street,DELACOMBE VIC s",403000,02 Apr 2025,private treaty,3,1,2.0,300.0,House
"9 Federal Street,ECHUCA VIC s",515000,02 Apr 2025,private treaty,3,1,2.0,300.0,House
"13 Birchwood Street,FAWKNER VIC s",743000,02 Apr 2025,auction,3,1,2.0,300.0,House
"122 Gordon Street,FOOTSCRAY VIC s",781000,02 Apr 2025,private treaty,3,1,2.0,395.0,House
"33 Riverview Drive,KIALLA VIC s",475000,02 Apr 2025,private treaty,3,1,2.0,665.0,House
"2/26 Coolabah Street,MENTONE VIC s",980000,02 Apr 2025,private treaty,3,1,2.0,665.0,Townhouse
"21 Cloverset Avenue,NARRE WARREN VIC s",703200,02 Apr 2025,private treaty,3,1,2.0,654.0,House
"3 White Avenue,ROMSEY VIC s1,",590000,02 Apr 2025,private treaty,3,1,2.0,363.0,House
"23 Silk Street,ROSANNA VIC s",1180000,02 Apr 2025,private treaty,3,1,2.0,687.0,House
"17A Shane Avenue,SEABROOK VIC s",590000,02 Apr 2025,private treaty,3,1,2.0,687.0,Townhouse
"93 Fyans Street,SOUTH GEELONG VIC s",650000,02 Apr 2025,private treaty,3,1,2.0,622.0,House
"15 Westh Street,UNDERBOOL VIC s1,",89000,02 Apr 2025,private treaty,3,1,2.0,442.0,House
"8 Talbot Street North,BALLARAT CENTRAL VIC s",645000,01 Apr 2025,private treaty,3,1,2.0,550.0,House
"14 Tanti Street,CHELTENHAM VIC s",1087500,01 Apr 2025,sold prior to auction,3,1,2.0,604.0,House
"16 Louis Avenue,DANDENONG VIC s",596000,01 Apr 2025,private treaty,3,1,2.0,604.0,Townhouse
"5 McNabb Avenue,GEELONG WEST VIC s",790000,01 Apr 2025,private treaty,3,1,2.0,782.0,House
"1/84 Maude Avenue,GLENROY VIC s",640000,01 Apr 2025,private treaty,3,1,2.0,782.0,House
"30 Mckellar Avenue,HOPPERS CROSSING VIC s",630000,01 Apr 2025,private treaty,3,1,2.0,614.0,House
"32 Kent Road,LALOR VIC s",700000,01 Apr 2025,private treaty,3,1,2.0,614.0,House
"57 Ontario Avenue,MILDURA VIC s",470000,01 Apr 2025,private treaty,3,1,2.0,675.0,House
"4 Hocking Avenue,MOUNT CLEAR VIC s",435000,01 Apr 2025,private treaty,3,1,2.0,632.0,House
"19 Boyd Street,NORTH WARRANDYTE VIC s4,",980000,01 Apr 2025,private treaty,3,1,2.0,365.0,House
"116 Regent Street,PORT FAIRY VIC s",620000,01 Apr 2025,private treaty,3,1,2.0,739.0,House
"17 Ellen Way,SALE VIC s",410000,01 Apr 2025,private treaty,3,1,2.0,651.0,House
"58 Spring Gully Road,SPRING GULLY VIC s",505000,01 Apr 2025,private treaty,3,1,2.0,711.0,House
"17 Thomson Street,STRATFORD VIC s1,",465000,01 Apr 2025,private treaty,3,1,2.0,5.0,House
"2 Berry Street,SUNSHINE NORTH VIC s",720000,01 Apr 2025,private treaty,3,1,2.0,530.0,House
"43 Booran Parade,TOOTGAROOK VIC s",730000,01 Apr 2025,private treaty,3,1,2.0,536.0,House
"1014 Ligar Street,BALLARAT NORTH VIC s",530000,31 Mar 2025,private treaty,3,1,2.0,548.0,House
"39 Limonite Road,BOOLARRA VIC s",430000,31 Mar 2025,private treaty,3,1,2.0,917.0,House
"4 Tina Close,CARRUM DOWNS VIC s",700000,31 Mar 2025,private treaty,3,1,2.0,917.0,House
"23 Hopkins Street,CORIO VIC s",550000,31 Mar 2025,private treaty,3,1,2.0,587.0,House
"14 Primrose Road,CROYDON NORTH VIC s",825000,31 Mar 2025,private treaty,3,1,2.0,893.0,House
"1/55 Delta Road,GREENSBOROUGH VIC s",710000,31 Mar 2025,sold prior to auction,3,1,2.0,310.0,House
"13 Bray Street,LONG GULLY VIC s",540000,31 Mar 2025,private treaty,3,1,2.0,564.0,House
"913 Barkly Street,MOUNT PLEASANT VIC s",480000,31 Mar 2025,private treaty,3,1,2.0,564.0,House
"16 Thomson Street,NORTHCOTE VIC s",1600000,31 Mar 2025,auction,3,1,2.0,564.0,House
"25 Ranceby Road,POOWONG VIC s",447000,31 Mar 2025,private treaty,3,1,2.0,714.0,House
"222 Hurd Street,PORTLAND VIC s",342000,31 Mar 2025,private treaty,3,1,2.0,884.0,House
"5 Sunrise Drive,MULGRAVE VIC s",925000,30 Mar 2025,auction,3,1,2.0,700.0,House
"28 Joel Avenue,ALTONA NORTH VIC s",830000,29 Mar 2025,auction,3,1,2.0,700.0,House
"8 Chantilly Avenue,AVONDALE HEIGHTS VIC sInspectionSat 29 Mar, 10:30am",1011000,29 Mar 2025,auction,3,1,2.0,700.0,House
"23 Brosnan Road,BENTLEIGH EAST VIC s",1600000,29 Mar 2025,auction,3,1,2.0,598.0,House
"11 Stevens Parade,BLACK ROCK VIC s",1762000,29 Mar 2025,auction,3,1,2.0,600.0,House
"5 Derby Parade,BONBEACH VIC s",1035000,29 Mar 2025,private treaty,3,1,2.0,767.0,House
"22 Castlewood Drive,BORONIA VIC s",847000,29 Mar 2025,sold prior to auction,3,1,2.0,738.0,House
"37 Piper Street,BROADFORD VIC s",610000,29 Mar 2025,private treaty,3,1,2.0,961.0,House
"30 Downs Street,BRUNSWICK VIC s",1570000,29 Mar 2025,private treaty,3,1,2.0,481.0,House
"11 Winton Street,BURWOOD VIC s",1275000,29 Mar 2025,auction,3,1,2.0,595.0,House
"11 Cromwell Street,BURWOOD VIC s",1380000,29 Mar 2025,auction,3,1,2.0,766.0,House
"5 Craig Court,CHELTENHAM VIC s",980000,29 Mar 2025,auction,3,1,2.0,766.0,House
"1b Clifton Street,CLIFTON HILL VIC s",1530000,29 Mar 2025,auction,3,1,2.0,766.0,House
"32 White Street,COBURG VIC s",1280000,29 Mar 2025,auction,3,1,2.0,479.0,House
"12 East Street,COBURG VIC s",1420000,29 Mar 2025,auction,3,1,2.0,479.0,House
"46 Taronga Crescent,CROYDON VIC s",800000,29 Mar 2025,private treaty,3,1,2.0,387.0,House
"3 Yanina Court,CROYDON VIC s1,",840000,29 Mar 2025,auction,3,1,2.0,12.0,House
"10 Warragul Street,DALLAS VIC s",621000,29 Mar 2025,auction,3,1,2.0,730.0,House
"67 Glass Street,ESSENDON VIC s",1660000,29 Mar 2025,auction,3,1,2.0,502.0,House
"42 James Street,FAWKNER VIC s",863500,29 Mar 2025,auction,3,1,2.0,615.0,House
"663 Burwood Highway,FERNTREE GULLY VIC s",785500,29 Mar 2025,auction,3,1,2.0,729.0,House
"8 Gardenia Crescent,FRANKSTON NORTH VIC s",655000,29 Mar 2025,auction,3,1,2.0,573.0,House
"17 Glenwood Avenue,GLEN WAVERLEY VIC s",1652000,29 Mar 2025,auction,3,1,2.0,730.0,House
"13 Kalara Close,LALOR VIC s",620000,29 Mar 2025,auction,3,1,2.0,545.0,House
"94-96 Bowen Street,MALVERN EAST VIC s",2610000,29 Mar 2025,auction,3,1,2.0,983.0,House
"57 Cardigan Road,MOOROOLBARK VIC s",685000,29 Mar 2025,private treaty,3,1,2.0,897.0,House
"292 Huntingdale Road,MOUNT WAVERLEY VIC s",1265000,29 Mar 2025,auction,3,1,2.0,726.0,House
"34 Hubbard Avenue,MULGRAVE VIC s",977000,29 Mar 2025,auction,3,1,2.0,671.0,House
"29 Anora Crescent,MULGRAVE VIC s",950000,29 Mar 2025,auction,3,1,2.0,670.0,House
"4/11 Dunoon Street,MURRUMBEENA VIC s",1141500,29 Mar 2025,auction,3,1,2.0,670.0,Townhouse
"6 Tait Street,NEWPORT VIC s",1457000,29 Mar 2025,auction,3,1,2.0,420.0,House
"30 Thomas Street,NOBLE PARK VIC s",665000,29 Mar 2025,auction,3,1,2.0,585.0,House
"5 Taunton Avenue,OAKLEIGH SOUTH VIC s",1170000,29 Mar 2025,auction,3,1,2.0,617.0,House
"47 McArthur Avenue,ST ALBANS VIC s",650000,29 Mar 2025,private treaty,3,1,2.0,697.0,House
"32 Darebin Drive,THOMASTOWN VIC s",708000,29 Mar 2025,auction,3,1,2.0,639.0,House
"125 Quarry Road,WOODEND VIC s1,",735000,29 Mar 2025,auction,3,1,2.0,369.0,House
"5 Frances Crescent,BALLARAT EAST VIC s",477000,28 Mar 2025,private treaty,3,1,2.0,584.0,House
"11 Victoria Street,BLACKWOOD VIC s",560000,28 Mar 2025,private treaty,3,1,2.0,858.0,House
"50 Stenhouse Avenue,BROOKLYN VIC s",830000,28 Mar 2025,private treaty,3,1,2.0,700.0,House
"3 Blackmore Street,DANDENONG NORTH VIC s",730000,28 Mar 2025,private treaty,3,1,2.0,534.0,House
"4 Oscar Place,ECHUCA VIC s",550000,28 Mar 2025,private treaty,3,1,2.0,680.0,House
"7 Berrys Road,EMERALD VIC s",820000,28 Mar 2025,private treaty,3,1,2.0,976.0,House
"57 Romoly Drive,FOREST HILL VIC s",1130000,28 Mar 2025,auction,3,1,2.0,599.0,House
"28 Faircroft Avenue,GLEN IRIS VIC s",1750000,28 Mar 2025,sold prior to auction,3,1,2.0,595.0,House
"16 Sycamore Street,HAMLYN HEIGHTS VIC s",656207,28 Mar 2025,private treaty,3,1,2.0,579.0,House
"5 Fitzroy Street,HEYWOOD VIC s",390000,28 Mar 2025,private treaty,3,1,2.0,883.0,House
"2 KENVARRA CRESCENT,JAN JUC VIC s",1070000,28 Mar 2025,private treaty,3,1,2.0,594.0,House
"45 McCullough Street,LAKES ENTRANCE VIC s",435000,28 Mar 2025,private treaty,3,1,2.0,591.0,House
"21 Victoria Road,LOCH VIC s",675000,28 Mar 2025,private treaty,3,1,2.0,860.0,House
"3 Fitzgerald Court,MOOROOLBARK VIC s",812000,28 Mar 2025,private treaty,3,1,2.0,865.0,House
"33 Hopetoun Avenue,MOUNT MARTHA VIC s",905000,28 Mar 2025,private treaty,3,1,2.0,877.0,House
"48 Sweet Gum Avenue,NARRE WARREN VIC s",700000,28 Mar 2025,private treaty,3,1,2.0,654.0,House
"27 Tennyson Street,NORLANE VIC s",462000,28 Mar 2025,private treaty,3,1,2.0,650.0,House
"2 Clifton Ave,STAWELL VIC s",290000,28 Mar 2025,private treaty,3,1,2.0,650.0,House
"5/2-4 Rutman Close,WERRIBEE VIC s",465000,28 Mar 2025,private treaty,3,1,2.0,172.0,House
"2/97 Esplanade,ALTONA VIC s",1210000,27 Mar 2025,private treaty,3,1,2.0,172.0,Townhouse
"36 Mclachlan Street,APOLLO BAY VIC s",820000,27 Mar 2025,private treaty,3,1,2.0,305.0,House
"45 Lidgett Street,BACCHUS MARSH VIC s",490000,27 Mar 2025,private treaty,3,1,2.0,758.0,House
"5 Roderick Street,CASTLEMAINE VIC s",629000,27 Mar 2025,private treaty,3,1,2.0,302.0,House
"158 Cleeland Street,DANDENONG VIC s",705000,27 Mar 2025,private treaty,3,1,2.0,594.0,House
"3 Madeira Court,FRANKSTON VIC s",735000,27 Mar 2025,private treaty,3,1,2.0,594.0,House
"30 The Circuit,GLADSTONE PARK VIC s",880000,27 Mar 2025,auction,3,1,2.0,530.0,House
"15 stanley crescent,KANGAROO FLAT VIC s",520000,27 Mar 2025,private treaty,3,1,2.0,824.0,House
"32A Elm Grove,KEW EAST VIC s",1168000,27 Mar 2025,private treaty,3,1,2.0,824.0,House
"8 Kepeto Court,MILDURA VIC s",425000,27 Mar 2025,private treaty,3,1,2.0,944.0,House
"11 Cavallo Drive,MILDURA VIC s",465000,27 Mar 2025,private treaty,3,1,2.0,650.0,House
"106 Gladstone Street,MOUNT PLEASANT VIC s",530000,27 Mar 2025,private treaty,3,1,2.0,939.0,House
"171 Corrigan Road,NOBLE PARK VIC s",770000,27 Mar 2025,private treaty,3,1,2.0,586.0,House
"29 Kingston Avenue,PAKENHAM VIC s",660000,27 Mar 2025,private treaty,3,1,2.0,786.0,House
"122 Glasgow Avenue,RESERVOIR VIC s",1050000,27 Mar 2025,auction,3,1,2.0,964.0,House
"40 Trudgen Street,SHEPPARTON VIC s",580000,27 Mar 2025,private treaty,3,1,2.0,705.0,House
"10 Carl Street,SOUTH DUDLEY VIC s",467500,27 Mar 2025,private treaty,3,1,2.0,737.0,House
"45 Estcourt Street,TERANG VIC s",560000,27 Mar 2025,private treaty,3,1,2.0,602.0,House
"16 Warren Road,VIEWBANK VIC s",1098000,27 Mar 2025,auction,3,1,2.0,602.0,House
"23 Thames Boulevard,WERRIBEE VIC s",540000,27 Mar 2025,private treaty,3,1,2.0,538.0,House
"58 Masons Lane,BACCHUS MARSH VIC s",537500,26 Mar 2025,private treaty,3,1,2.0,538.0,House
"133 Francis Street,BELMONT VIC s",625000,26 Mar 2025,private treaty,3,1,2.0,676.0,House
"49 Rowson Street,BORONIA VIC s",942500,26 Mar 2025,private treaty,3,1,2.0,977.0,House
"3 Hocking Avenue,CANADIAN VIC s",450000,26 Mar 2025,private treaty,3,1,2.0,817.0,House
"10 Brynwood Avenue,DROUIN VIC s",600500,26 Mar 2025,private treaty,3,1,2.0,590.0,House
"38 Florence Avenue,EMERALD VIC s",745000,26 Mar 2025,private treaty,3,1,2.0,904.0,House
"5 Oconnell Street,GEELONG WEST VIC s",870000,26 Mar 2025,private treaty,3,1,2.0,400.0,House
"271 Carrick Drive,GLADSTONE PARK VIC s",733000,26 Mar 2025,sold prior to auction,3,1,2.0,400.0,House
"2 Neville Street,KEILOR EAST VIC s",890000,26 Mar 2025,auction,3,1,2.0,649.0,House
"32 Quail Crescent,MELTON VIC s",485000,26 Mar 2025,private treaty,3,1,2.0,585.0,House
"33 Bridge Road,MELTON SOUTH VIC s",471000,26 Mar 2025,auction,3,1,2.0,578.0,House
"43 Taylor Road,MOOROOLBARK VIC s",800000,26 Mar 2025,private treaty,3,1,2.0,865.0,House
"20 Fowler Crescent,NEWPORT VIC s",815000,26 Mar 2025,private treaty,3,1,2.0,438.0,House
"35 Monmouth Street,NEWPORT VIC s",1088000,26 Mar 2025,private treaty,3,1,2.0,478.0,House
"497 Thompson Road,NORLANE VIC s",420000,26 Mar 2025,private treaty,3,1,2.0,604.0,House
"3 Cooma Court,NORTH GEELONG VIC s",758000,26 Mar 2025,private treaty,3,1,2.0,651.0,House
"53 Gordon Street,NORTH WONTHAGGI VIC s",425000,26 Mar 2025,private treaty,3,1,2.0,706.0,House
"2A Allott Court,SPRING GULLY VIC s",575000,26 Mar 2025,private treaty,3,1,2.0,516.0,House
"23 Sheldon Place,SUNSHINE WEST VIC s",716000,26 Mar 2025,private treaty,3,1,2.0,516.0,House
"91 Parramatta Road,WERRIBEE VIC s",550000,26 Mar 2025,private treaty,3,1,2.0,516.0,House
"122 Halsey Road,AIRPORT WEST VIC s",651000,25 Mar 2025,private treaty,3,1,2.0,339.0,House
"173 Ascot Vale Road,ASCOT VALE VIC s",850000,25 Mar 2025,auction,3,1,2.0,371.0,House
"1 Crook Court,BALLAN VIC s",540000,25 Mar 2025,private treaty,3,1,2.0,840.0,House
"36 Beauford Avenue,BELL POST HILL VIC s",615000,25 Mar 2025,private treaty,3,1,2.0,629.0,House
"7 Marcellin Court,DEER PARK VIC s",672000,25 Mar 2025,private treaty,3,1,2.0,629.0,House
"82 Wangarra Road,FRANKSTON VIC s",650000,25 Mar 2025,private treaty,3,1,2.0,562.0,House
"20 Coogee Avenue,FRANKSTON VIC s",840000,25 Mar 2025,private treaty,3,1,2.0,775.0,House
"22 Fairlie Street,HAMLYN HEIGHTS VIC s",737000,25 Mar 2025,private treaty,3,1,2.0,613.0,House
